t,vEgo,aEgo,roll,targetLateralAcceleration,steerCommand
0.0,20.243099212646484,-0.0289146415889263,0.0214004655334233,0.12141948358963,0.06947808162645522
0.1000000000003638,20.23781379835736,-0.0617827272365891,0.0215572852353038,0.1161843240638929,0.07091758421014101
0.2000000000007276,20.2309938280732,-0.0477916597062719,0.0217141049371844,0.1169324949870932,0.07057736387841365
0.3000000000010914,20.23973175500591,0.0374597262187414,0.0218709246390649,0.1163123203814191,0.06818883026440108
0.4000000000014552,20.2447963018097,0.0409563346079683,0.0217928261582321,0.1160455342404887,0.06814901461470323
0.500000000001819,20.24655482958796,0.0359490915623718,0.0215915018041833,0.1176275725716048,0.07185176366439651
0.6000000000021828,20.251751703867235,0.0397672128496863,0.0214782781471178,0.1165687099112086,0.07726107285413392
0.7000000000025466,20.2249939915567,-0.1668273361592702,0.0217224051737095,0.1134866788585247,0.08131936745276432
0.8000000000029104,20.21354682508619,-0.1005005689682261,0.0219665322003012,0.107839391212452,0.09624877459304511
0.9000000000032742,20.23030612877931,0.041273175962455,0.0217539160397667,0.0996757398613261,0.09409987161913855
1.000000000003638,20.23701267782568,0.059724978166479,0.0213559705539877,0.0734852623257138,0.09470078679067752
1.1000000000040018,20.22990668305049,-0.0205969831985762,0.0209760495130747,0.0729816962423762,0.09662057675438362
1.2000000000043656,20.24996104841132,0.1127997381034662,0.0207700703831129,0.0700230571833927,0.09800161440257091
1.3000000000047294,20.24438684232244,-0.0120032193845324,0.0205640912531512,0.065147951593541,0.09932716400564016
1.4000000000050932,20.2214475983031,-0.1352762119889989,0.0205052723599574,0.062557879326559,0.0988541456779587
1.500000000005457,20.23130655374697,-0.0079656754058255,0.0205378293621705,0.0608767655478619,0.09604134917582435
1.6000000000058208,20.23939974588729,0.0496703580376835,0.0204757637260362,0.0609568821761619,0.09189924823416974
1.7000000000061846,20.23058071775926,-0.05509483288597,0.0200226062575548,0.0607309416510294,0.0920191245680497
1.8000000000065484,20.244087397167768,0.07127698798749,0.0195694487890735,0.0624415738839117,0.09626355338218381
1.900000000006912,20.24489443077133,0.0024095903906728,0.0196102347245582,0.0626610571999284,0.09609417534698565
2.000000000007276,20.22298149007749,-0.1416637669144947,0.0198535970864858,0.0587575596057348,0.10281675843402871
2.10000000000764,20.24179974700016,0.0881797999962322,0.0200278350137598,0.0606798061720088,0.10993583277620254
2.200000000008004,20.245344505777965,0.0437403286802049,0.0198305543725459,0.04869642165846,0.10429210094091736
2.300000000008368,20.24103397741275,-0.0322701024570277,0.0196332737313319,0.0361316279871152,0.10797116186032843
2.400000000008731,20.245562899950983,0.039118457078299,0.0198377978254959,0.0465625189964899,0.10529696159744731
2.500000000009095,20.2509322333877,0.0387583137251628,0.0203097060681799,0.0456796967812067,0.08895818478882238
2.6000000000094587,20.238974206056003,-0.0514126751893107,0.0206117170758453,0.0526666457724502,0.08809564111033519
2.7000000000098225,20.23620637026639,-0.0252679320020079,0.0202730204932689,0.0737468277893377,0.08050248450873265
2.8000000000101863,20.237376203936165,-0.0033777632105915,0.0199343239106926,0.0717095523925813,0.024862958682069714
2.90000000001055,20.29641441885078,0.4956606395357386,0.0188856389713589,0.0726455730149175,0.01422764789601158
3.000000000010914,20.247870631820938,-0.1633256767589526,0.0175465084234756,0.1424409581217219,0.00837143772766964
3.1000000000112777,20.228302007993825,-0.0076258896385871,0.0162372454229127,0.1454212088987925,0.004427246224899896
3.200000000011641,20.24560071794292,0.1119992737758132,0.0152294611575951,0.1442383999166475,0.003714818395381195
3.3000000000120053,20.22178453259176,-0.1058888351446864,0.0142216768922774,0.1402198417742538,-0.008744721659392904
3.400000000012369,20.19495072278242,-0.1764093749547589,0.012934321256476,0.1286531118434727,-0.013922586173633724
3.500000000012733,20.19346153020225,-0.0730882565212255,0.011452233857372,0.1326262282192138,-0.00797032531697069
3.6000000000130967,20.19765390379561,0.0003186948861405,0.0104175096798587,0.1301706308703255,-0.005067970767885169
3.700000000013461,20.200233251115083,0.005953530375406,0.0113553970841725,0.1305269449817378,-0.0022570623898653945
3.800000000013824,20.197830892635928,-0.0280189766601151,0.0122932844884862,0.1354141964137082,0.0061281208531307856
3.900000000014188,20.20755915767758,0.0389712034751938,0.0134080577954408,0.142173261073468,0.012488694233262243
4.000000000014552,20.217743918936616,0.0580396078195702,0.0146007822051818,0.1414109623394183,0.017224755171119002
4.100000000014916,20.21192116345178,-0.0411132969942762,0.0157013680894738,0.1427544531989306,0.026126489259846543
4.20000000001528,20.21572908189541,-0.0180600038447954,0.0164681798167469,0.1432355289824797,0.03957344776901632
4.300000000015643,20.21173919374168,-0.049887557209943,0.0172349915440201,0.1375267119130805,0.0654543425968645
4.400000000016007,20.206507748070216,-0.0530842626130602,0.0178838629766459,0.1239022283123936,0.17052467082031972
